team_a,team_b,lambda_a,lambda_b,prob_a_win,prob_draw,prob_b_win,most_likely_score,mode_prob
Mexico,South Africa,1.263,0.807,0.4497,0.3178,0.2325,0 - 0,0.1583
Mexico,South Korea,1.076,1.145,0.3273,0.3132,0.3595,0 - 0,0.1405
Mexico,Czechia,1.042,0.915,0.3627,0.3371,0.3002,0 - 0,0.1731
Mexico,Canada,1.057,0.917,0.3669,0.3352,0.2979,0 - 0,0.1707
Mexico,Bosnia and Herzegovina,1.129,0.828,0.4073,0.3336,0.2591,0 - 0,0.1732
Mexico,Qatar,1.119,0.84,0.4016,0.3339,0.2645,0 - 0,0.1728
Mexico,Switzerland,1.003,0.959,0.3425,0.3373,0.3203,0 - 0,0.1724
Mexico,Brazil,0.92,1.018,0.3061,0.3393,0.3545,0 - 0,0.1757
Mexico,Morocco,0.986,0.919,0.3452,0.343,0.3118,0 - 0,0.1804
Mexico,Haiti,1.3,0.803,0.461,0.3132,0.2258,0 - 0,0.1542
Mexico,Scotland,1.068,0.868,0.3805,0.3381,0.2814,0 - 0,0.1761
Mexico,USA,0.971,0.997,0.3252,0.3367,0.3381,0 - 0,0.1715
Mexico,Paraguay,1.112,0.843,0.399,0.3346,0.2664,0 - 0,0.1733
Mexico,Australia,1.171,0.792,0.4277,0.3305,0.2418,0 - 0,0.1724
Mexico,Türkiye,0.974,0.947,0.3361,0.3415,0.3225,0 - 0,0.1781
Mexico,Germany,0.888,1.025,0.295,0.3415,0.3634,0 - 0,0.1794
Mexico,Curaçao,1.228,0.772,0.4486,0.324,0.2274,0 - 0,0.1673
Mexico,Côte d'Ivoire,0.983,0.959,0.3363,0.3394,0.3243,0 - 0,0.1752
Mexico,Ecuador,1.012,0.879,0.3615,0.3439,0.2946,0 - 0,0.1826
Mexico,Netherlands,0.886,1.038,0.292,0.3402,0.3678,0 - 0,0.1778
Mexico,Japan,0.994,0.887,0.3543,0.3452,0.3004,0 - 0,0.1841
Mexico,Sweden,0.99,0.992,0.3318,0.3353,0.3329,0 - 0,0.1695
Mexico,Tunisia,1.14,0.82,0.4123,0.3327,0.255,0 - 0,0.1726
Mexico,Belgium,0.942,0.987,0.3185,0.3407,0.3408,0 - 0,0.177
Mexico,Egypt,1.047,0.88,0.3717,0.3395,0.2888,0 - 0,0.1772
Mexico,IR Iran,1.107,0.883,0.3887,0.3322,0.2792,0 - 0,0.1685
Mexico,New Zealand,1.28,0.758,0.4663,0.3176,0.2161,0 - 0,0.1622
Mexico,Spain,0.805,1.091,0.2586,0.3401,0.4013,0 - 0,0.1817
Mexico,Cabo Verde,1.187,0.776,0.436,0.3294,0.2346,0 - 0,0.1724
Mexico,Saudi Arabia,1.108,0.86,0.3941,0.3338,0.2721,0 - 0,0.1715
Mexico,Uruguay,1.007,0.926,0.35,0.34,0.31,0 - 0,0.1764
Mexico,France,0.855,1.093,0.2731,0.336,0.3909,0 - 0,0.1743
Mexico,Senegal,1.004,1.014,0.3317,0.3318,0.3365,0 - 0,0.1648
Mexico,Iraq,1.119,0.861,0.3968,0.3325,0.2708,0 - 0,0.17
Mexico,Norway,1.042,0.979,0.3496,0.3313,0.319,0 - 0,0.1644
Mexico,Argentina,0.87,1.061,0.2832,0.3388,0.378,0 - 0,0.1768
Mexico,Algeria,1.071,0.916,0.3713,0.3338,0.295,0 - 0,0.169
Mexico,Austria,1.014,0.874,0.3631,0.344,0.2928,0 - 0,0.1829
Mexico,Jordan,1.122,0.852,0.3998,0.3327,0.2675,0 - 0,0.1707
Mexico,Portugal,0.856,1.043,0.2821,0.3422,0.3757,0 - 0,0.1814
Mexico,Congo DR,1.15,0.879,0.402,0.3274,0.2706,0 - 0,0.1634
Mexico,Uzbekistan,1.213,0.769,0.4451,0.3261,0.2288,0 - 0,0.1696
Mexico,Colombia,0.972,0.967,0.3314,0.3396,0.329,0 - 0,0.1755
Mexico,England,0.858,1.079,0.2767,0.3376,0.3858,0 - 0,0.1759
Mexico,Croatia,0.974,0.915,0.3424,0.3448,0.3128,0 - 0,0.1828
Mexico,Ghana,1.112,0.873,0.3922,0.3324,0.2754,0 - 0,0.1692
Mexico,Panama,1.045,0.847,0.3782,0.3426,0.2791,0 - 0,0.1824
South Africa,South Korea,0.912,1.518,0.2249,0.2839,0.4912,0 - 1,0.1217
South Africa,Czechia,0.883,1.213,0.2615,0.3197,0.4188,0 - 0,0.1549
South Africa,Canada,0.897,1.216,0.2649,0.3186,0.4165,0 - 0,0.153
South Africa,Bosnia and Herzegovina,0.957,1.097,0.3024,0.3274,0.3701,0 - 0,0.1601
South Africa,Qatar,0.949,1.114,0.297,0.3263,0.3767,0 - 0,0.1591
South Africa,Switzerland,0.851,1.271,0.2435,0.3146,0.4419,0 - 0,0.1519
South Africa,Brazil,0.781,1.35,0.2127,0.3077,0.4796,0 - 0,0.1509
South Africa,Morocco,0.836,1.219,0.2473,0.3218,0.431,0 - 0,0.1602
South Africa,Haiti,1.102,1.065,0.3499,0.318,0.3321,0 - 0,0.1466
South Africa,Scotland,0.905,1.151,0.2782,0.3255,0.3963,0 - 0,0.16
South Africa,USA,0.823,1.322,0.2283,0.3096,0.4621,0 - 0,0.1491
South Africa,Paraguay,0.943,1.118,0.2947,0.3263,0.379,0 - 0,0.1593
South Africa,Australia,0.993,1.05,0.3215,0.3293,0.3491,0 - 0,0.1617
South Africa,Türkiye,0.826,1.256,0.2388,0.3177,0.4435,0 - 0,0.1567
South Africa,Germany,0.753,1.359,0.2039,0.3074,0.4887,0 - 0,0.1532
South Africa,Curaçao,1.041,1.024,0.3406,0.3273,0.3321,0 - 0,0.1588
South Africa,Côte d'Ivoire,0.834,1.271,0.2386,0.3154,0.446,0 - 0,0.154
South Africa,Ecuador,0.858,1.165,0.2621,0.327,0.4109,0 - 0,0.1642
South Africa,Netherlands,0.751,1.376,0.2011,0.3052,0.4937,0 - 0,0.1513
South Africa,Japan,0.843,1.176,0.2559,0.3267,0.4173,0 - 0,0.1648
South Africa,Sweden,0.84,1.316,0.2337,0.3096,0.4566,0 - 0,0.1479
South Africa,Tunisia,0.967,1.087,0.3071,0.3277,0.3653,0 - 0,0.1602
South Africa,Belgium,0.799,1.308,0.2235,0.3123,0.4642,0 - 0,0.1537
South Africa,Egypt,0.888,1.167,0.2704,0.3248,0.4048,0 - 0,0.1601
South Africa,IR Iran,0.939,1.171,0.2843,0.3208,0.3949,0 - 0,0.1532
South Africa,New Zealand,1.086,1.006,0.3569,0.3246,0.3185,0 - 0,0.1555
South Africa,Spain,0.683,1.447,0.1742,0.297,0.5288,0 - 1,0.1567
South Africa,Cabo Verde,1.006,1.028,0.3295,0.3302,0.3403,0 - 0,0.1627
South Africa,Saudi Arabia,0.94,1.141,0.2898,0.3241,0.386,0 - 0,0.1569
South Africa,Uruguay,0.854,1.228,0.2508,0.3196,0.4296,0 - 0,0.1567
South Africa,France,0.725,1.45,0.185,0.2961,0.519,0 - 1,0.15
South Africa,Senegal,0.852,1.345,0.2328,0.3057,0.4615,0 - 0,0.1433
South Africa,Iraq,0.948,1.142,0.292,0.3233,0.3847,0 - 0,0.1556
South Africa,Norway,0.884,1.298,0.2485,0.3097,0.4418,0 - 0,0.1449
South Africa,Argentina,0.738,1.407,0.1936,0.3015,0.5049,0 - 1,0.1497
South Africa,Algeria,0.908,1.214,0.2686,0.3181,0.4134,0 - 0,0.1518
South Africa,Austria,0.86,1.159,0.2636,0.3277,0.4087,0 - 0,0.1648
South Africa,Jordan,0.951,1.13,0.2949,0.3244,0.3807,0 - 0,0.1567
South Africa,Portugal,0.726,1.383,0.1933,0.305,0.5017,0 - 0,0.1536
South Africa,Congo DR,0.975,1.165,0.2956,0.3189,0.3855,0 - 0,0.1496
South Africa,Uzbekistan,1.029,1.02,0.3377,0.3289,0.3334,0 - 0,0.1609
South Africa,Colombia,0.824,1.283,0.2343,0.3144,0.4513,0 - 0,0.1537
South Africa,England,0.728,1.43,0.1881,0.2986,0.5133,0 - 1,0.1503
South Africa,Croatia,0.826,1.213,0.2452,0.3231,0.4318,0 - 0,0.1622
South Africa,Ghana,0.943,1.158,0.2877,0.322,0.3903,0 - 0,0.1544
South Africa,Panama,0.886,1.123,0.2772,0.3301,0.3927,0 - 0,0.166
South Korea,Czechia,1.252,1.034,0.397,0.3061,0.2969,0 - 0,0.1336
South Korea,Canada,1.271,1.036,0.4016,0.3041,0.2943,0 - 0,0.1314
South Korea,Bosnia and Herzegovina,1.357,0.935,0.4458,0.3006,0.2536,0 - 0,0.133
South Korea,Qatar,1.346,0.95,0.4395,0.3012,0.2592,0 - 0,0.1327
South Korea,Switzerland,1.207,1.083,0.3748,0.307,0.3182,0 - 0,0.1332
South Korea,Brazil,1.107,1.15,0.3348,0.3103,0.3549,0 - 0,0.1366
South Korea,Morocco,1.186,1.039,0.3781,0.3122,0.3097,0 - 0,0.1402
South Korea,Haiti,1.563,0.907,0.5032,0.2791,0.2177,1 - 0,0.1207
South Korea,Scotland,1.284,0.981,0.4166,0.3061,0.2772,0 - 0,0.1359
South Korea,USA,1.168,1.127,0.3558,0.3072,0.3371,0 - 0,0.1327
South Korea,Paraguay,1.337,0.953,0.4367,0.302,0.2613,0 - 0,0.1332
South Korea,Australia,1.408,0.895,0.4679,0.2967,0.2354,0 - 0,0.132
South Korea,Türkiye,1.172,1.07,0.3679,0.3112,0.3209,0 - 0,0.1382
South Korea,Germany,1.067,1.158,0.3226,0.3127,0.3647,0 - 0,0.1401
South Korea,Curaçao,1.477,0.872,0.4903,0.2896,0.2201,1 - 0,0.1282
South Korea,Côte d'Ivoire,1.182,1.083,0.3681,0.3093,0.3227,0 - 0,0.1358
South Korea,Ecuador,1.217,0.993,0.396,0.3123,0.2917,0 - 0,0.1418
South Korea,Netherlands,1.065,1.173,0.3193,0.3115,0.3693,0 - 0,0.1387
South Korea,Japan,1.195,1.002,0.3882,0.3139,0.2979,0 - 0,0.1432
South Korea,Sweden,1.191,1.121,0.363,0.3056,0.3314,0 - 0,0.1309
South Korea,Tunisia,1.371,0.927,0.4512,0.2995,0.2493,0 - 0,0.1324
South Korea,Belgium,1.133,1.115,0.3485,0.3111,0.3404,0 - 0,0.1376
South Korea,Egypt,1.259,0.995,0.407,0.3079,0.2851,0 - 0,0.137
South Korea,IR Iran,1.331,0.998,0.4253,0.3003,0.2744,0 - 0,0.1292
South Korea,New Zealand,1.54,0.857,0.5092,0.2827,0.2081,1 - 0,0.1279
South Korea,Spain,0.968,1.233,0.2822,0.3122,0.4056,0 - 0,0.1427
South Korea,Cabo Verde,1.427,0.876,0.4769,0.2952,0.228,0 - 0,0.1319
South Korea,Saudi Arabia,1.333,0.972,0.4313,0.3015,0.2672,0 - 0,0.1317
South Korea,Uruguay,1.211,1.047,0.3832,0.3092,0.3076,0 - 0,0.1366
South Korea,France,1.028,1.236,0.2981,0.3081,0.3937,0 - 0,0.136
South Korea,Senegal,1.208,1.146,0.3628,0.3024,0.3349,1 - 1,0.1286
South Korea,Iraq,1.345,0.973,0.4342,0.3002,0.2657,0 - 0,0.1303
South Korea,Norway,1.253,1.106,0.3825,0.3013,0.3163,1 - 1,0.1281
South Korea,Argentina,1.046,1.199,0.3094,0.3104,0.3802,0 - 0,0.1379
South Korea,Algeria,1.288,1.035,0.4063,0.3026,0.2911,0 - 0,0.1299
South Korea,Austria,1.219,0.988,0.3978,0.3124,0.2898,0 - 0,0.1421
South Korea,Jordan,1.349,0.963,0.4375,0.3002,0.2623,0 - 0,0.1309
South Korea,Portugal,1.029,1.178,0.3083,0.3136,0.3781,0 - 0,0.142
South Korea,Congo DR,1.383,0.993,0.4397,0.2953,0.265,1 - 1,0.1253
South Korea,Uzbekistan,1.459,0.869,0.4866,0.2917,0.2217,0 - 0,0.1294
South Korea,Colombia,1.169,1.093,0.3627,0.3097,0.3277,0 - 0,0.1361
South Korea,England,1.032,1.219,0.3022,0.3095,0.3884,0 - 0,0.1373
South Korea,Croatia,1.171,1.034,0.3751,0.314,0.311,0 - 0,0.1423
South Korea,Ghana,1.337,0.987,0.4292,0.3003,0.2705,0 - 0,0.1298
South Korea,Panama,1.257,0.957,0.4144,0.3104,0.2753,0 - 0,0.1413
Czechia,Canada,1.016,1.003,0.3374,0.3317,0.3309,0 - 0,0.1647
Czechia,Bosnia and Herzegovina,1.085,0.905,0.3774,0.3331,0.2895,0 - 0,0.1686
Czechia,Qatar,1.075,0.919,0.3717,0.333,0.2953,0 - 0,0.1679
Czechia,Switzerland,0.964,1.049,0.3135,0.332,0.3545,0 - 0,0.1655
Czechia,Brazil,0.885,1.114,0.2784,0.3313,0.3902,0 - 0,0.1675
Czechia,Morocco,0.948,1.005,0.3167,0.3381,0.3452,0 - 0,0.1736
Czechia,Haiti,1.249,0.878,0.4298,0.3157,0.2544,0 - 0,0.1512
Czechia,Scotland,1.026,0.949,0.351,0.3357,0.3132,0 - 0,0.1705
Czechia,USA,0.933,1.091,0.2967,0.3301,0.3732,0 - 0,0.164
Czechia,Paraguay,1.069,0.922,0.3692,0.3334,0.2974,0 - 0,0.1684
Czechia,Australia,1.125,0.866,0.3977,0.3313,0.271,0 - 0,0.1684
Czechia,Türkiye,0.937,1.036,0.3076,0.3358,0.3566,0 - 0,0.1709
Czechia,Germany,0.853,1.121,0.2679,0.3328,0.3993,0 - 0,0.1708
Czechia,Curaçao,1.18,0.845,0.4183,0.326,0.2557,0 - 0,0.164
Czechia,Côte d'Ivoire,0.945,1.049,0.3077,0.3337,0.3586,0 - 0,0.1681
Czechia,Ecuador,0.973,0.961,0.3327,0.3402,0.3271,0 - 0,0.1763
Czechia,Netherlands,0.851,1.135,0.2649,0.3312,0.4039,0 - 0,0.1691
Czechia,Japan,0.955,0.97,0.3258,0.3411,0.3331,0 - 0,0.1776
Czechia,Sweden,0.952,1.086,0.303,0.3291,0.3679,0 - 0,0.1623
Czechia,Tunisia,1.096,0.897,0.3824,0.3324,0.2852,0 - 0,0.1682
Czechia,Belgium,0.905,1.079,0.2905,0.3337,0.3759,0 - 0,0.1693
Czechia,Egypt,1.006,0.963,0.3425,0.3365,0.321,0 - 0,0.1714
Czechia,IR Iran,1.064,0.966,0.3587,0.3302,0.3112,0 - 0,0.1632
Czechia,New Zealand,1.231,0.83,0.4357,0.3207,0.2436,0 - 0,0.1595
Czechia,Spain,0.774,1.194,0.2331,0.3285,0.4384,0 - 0,0.1717
Czechia,Cabo Verde,1.14,0.848,0.406,0.3307,0.2633,0 - 0,0.1687
Czechia,Saudi Arabia,1.065,0.941,0.3642,0.3323,0.3035,0 - 0,0.1664
Czechia,Uruguay,0.968,1.013,0.3211,0.3353,0.3436,0 - 0,0.1698
Czechia,France,0.822,1.196,0.2466,0.3255,0.428,0 - 0,0.1649
Czechia,Senegal,0.965,1.109,0.3026,0.3255,0.3719,0 - 0,0.1576
Czechia,Iraq,1.075,0.942,0.3668,0.3311,0.3022,0 - 0,0.1649
Czechia,Norway,1.001,1.071,0.3201,0.3264,0.3535,0 - 0,0.1579
Czechia,Argentina,0.836,1.161,0.2564,0.329,0.4146,0 - 0,0.1677
Czechia,Algeria,1.03,1.002,0.3416,0.3305,0.3279,0 - 0,0.1631
Czechia,Austria,0.975,0.956,0.3343,0.3405,0.3251,0 - 0,0.1768
Czechia,Jordan,1.078,0.933,0.3698,0.3315,0.2987,0 - 0,0.1658
Czechia,Portugal,0.822,1.141,0.2555,0.3325,0.412,0 - 0,0.1723
Czechia,Congo DR,1.105,0.961,0.3715,0.3262,0.3022,0 - 0,0.1586
Czechia,Uzbekistan,1.166,0.841,0.4149,0.328,0.2571,0 - 0,0.1663
Czechia,Colombia,0.934,1.058,0.3029,0.3336,0.3636,0 - 0,0.1682
Czechia,England,0.825,1.18,0.2501,0.3273,0.4226,0 - 0,0.1666
Czechia,Croatia,0.936,1.001,0.3141,0.3397,0.3462,0 - 0,0.1759
Czechia,Ghana,1.069,0.955,0.3622,0.3306,0.3072,0 - 0,0.1641
Czechia,Panama,1.004,0.927,0.3492,0.3402,0.3106,0 - 0,0.1767
Canada,Bosnia and Herzegovina,1.087,0.919,0.3751,0.3317,0.2932,0 - 0,0.1665
Canada,Qatar,1.077,0.933,0.3694,0.3316,0.299,0 - 0,0.1658
Canada,Switzerland,0.966,1.064,0.3111,0.3302,0.3587,0 - 0,0.1632
Canada,Brazil,0.886,1.13,0.2761,0.3292,0.3947,0 - 0,0.1651
Canada,Morocco,0.949,1.021,0.3143,0.3363,0.3493,0 - 0,0.1713
Canada,Haiti,1.252,0.891,0.4275,0.3147,0.2578,0 - 0,0.1494
Canada,Scotland,1.028,0.964,0.3487,0.3342,0.3171,0 - 0,0.1683
Canada,USA,0.935,1.107,0.2943,0.3281,0.3776,0 - 0,0.1617
Canada,Paraguay,1.071,0.936,0.3669,0.332,0.3011,0 - 0,0.1663
Canada,Australia,1.127,0.879,0.3954,0.3301,0.2745,0 - 0,0.1664
Canada,Türkiye,0.938,1.052,0.3052,0.334,0.3608,0 - 0,0.1686
Canada,Germany,0.855,1.138,0.2656,0.3306,0.4038,0 - 0,0.1683
Canada,Curaçao,1.183,0.857,0.416,0.325,0.259,0 - 0,0.1621
Canada,Côte d'Ivoire,0.946,1.065,0.3053,0.3319,0.3629,0 - 0,0.1658
Canada,Ecuador,0.974,0.976,0.3304,0.3386,0.331,0 - 0,0.1741
Canada,Netherlands,0.853,1.152,0.2626,0.3289,0.4085,0 - 0,0.1666
Canada,Japan,0.957,0.985,0.3235,0.3394,0.3371,0 - 0,0.1752
Canada,Sweden,0.954,1.102,0.3006,0.3272,0.3722,0 - 0,0.16
Canada,Tunisia,1.098,0.911,0.3801,0.3311,0.2888,0 - 0,0.1661
Canada,Belgium,0.907,1.096,0.2881,0.3317,0.3802,0 - 0,0.1669
Canada,Egypt,1.008,0.977,0.3401,0.3349,0.3249,0 - 0,0.1691
Canada,IR Iran,1.066,0.981,0.3563,0.3287,0.315,0 - 0,0.1611
Canada,New Zealand,1.233,0.842,0.4335,0.3197,0.2468,0 - 0,0.1576
Canada,Spain,0.776,1.212,0.2308,0.326,0.4431,0 - 0,0.169
Canada,Cabo Verde,1.143,0.861,0.4037,0.3296,0.2667,0 - 0,0.1668
